Serial,Year,Startup,Industry Vertical,Location,Investors,InvestmentType,Amount
1654,2016,Canvera,Consumer Internet,Bangalore,Info Edge (India) Ltd,Private Equity,"30,00,000"
1655,2016,Prime Focus Technologies,Technology,Mumbai,Ambit Pragma,Private Equity,NA
1656,2016,Flyrobe,eCommerce,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,"53,00,000"
1657,2016,inclov,Consumer Internet,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,NA
1658,2016,Mad Street Den,Technology,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,NA
1659,2016,Mihup,Technology,Kolkata,Accel Partners,Private Equity,"67,00,000"
1660,2016,Renowala,eCommerce,Hyderabad,Pradeep Dhobale,Seed Funding,NA
1661,2016,Lucideus,Technology,New Delhi,Amit Choudhary,Seed Funding,NA
1662,2016,Trackbizz,Technology,Kochi,Grasshoppers,Private Equity,NA
1663,2016,Social Quotient,Technology,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,NA
1664,2016,Stalk Buy Love,eCommerce,New Delhi,William Bissel,Seed Funding,NA
1665,2016,eShakti,eCommerce,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,"13,50,000"
1666,2016,CheersOye!,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,"5,00,000"
1667,2016,Lenskart,eCommerce,New Delhi,PremjiInvest,Private Equity,NA
1668,2016,BigStylist,Consumer Internet,Mumbai,Info Edge (India) Ltd,Private Equity,"9,00,000"
1669,2016,Zilingo,eCommerce,Bangalore/ Bangkok,"Venturra Capital, Sequoia India, Susquehanna International Group.  Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,"80,00,000"
1670,2016,Alternacare,Consumer Internet,New Delhi,Eros Labs,Seed Funding,"5,00,000"
1671,2016,Simplilearn,Education,Bangalore,InnoVen Capital India,Private Equity,"60,00,000"
1672,2016,Prozo,eCommerce,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,"3,15,000"
1673,2016,TopRankers,Education,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,"6,70,000"
1674,2016,BuildTraders,eCommerce,Bangalore,Idein Ventures,Seed Funding,"2,00,000"
1675,2016,Byju’s,Education,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,"5,00,00,000"
1676,2016,NoBroker,Consumer Internet,Bangalore,Anand Chandrasekaran,Seed Funding,NA
1677,2016,Freshboxx,eCommerce,Hubli,Ravi Linganuri,Seed Funding,NA
1678,2016,CureInstant,Consumer Internet,New Delhi,Dr. Rameshwar Kumar,Seed Funding,"1,50,000"
1679,2016,Poshtic,Consumer Internet,Noida,"havya Sharma, Amit Nagar",Seed Funding,"4,50,000"
1680,2016,KarmaCircles,Consumer Internet,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,NA
1681,2016,Purple Style Labs,Consumer Internet,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,"4,48,000"
1682,2016,Inuxu,Technology,Pune,Fork Media,Private Equity,"30,00,000"
1683,2016,Nykaa,eCommerce,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,"1,23,00,000"
1684,2016,Glam Studios,Consumer Internet,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,"3,00,000"
1685,2016,Findow,Consumer Internet,Bangalore,Raj Singh Bhandal,Seed Funding,NA
1686,2016,IdeaChakki,Consumer Internet,Delhi,Ratan Tata,Seed Funding,NA
1687,2016,ShoeKonnect,eCommerce,Agra,Indian Angels Network,Seed Funding,NA
1688,2016,NearBuy,Consumer Internet,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,"25,00,000"
1689,2016,ZeroInfy,Consumer Internet,Kolkata,Calcutta Angels Network,Seed Funding,NA
1690,2016,Flocareer,Consumer Internet,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,"1,50,000"
1691,2016,LensPick,eCommerce,Bangalore,Scadea Solutions Inc,Private Equity,NA
1692,2016,infeedo,Consumer Internet,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,  Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,"2,00,000"
1693,2016,Furlenco,eCommerce,Bangalore,Lightbox Ventures and others,Private Equity,"50,00,000"
1694,2016,GoPigeon,Consumer Internet,Bangalore,Nexus Venture Partners,Private Equity,"15,00,000"
1695,2016,NewsDistill,Consumer Internet,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,"1,00,000"
1696,2016,DoctorInsta,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,"10,00,000"
1697,2016,Milofy,Consumer Internet,Bangalore,Accel Partners,Seed Funding,"7,50,000"
1698,2016,Liqvid,Technology,New Delhi,Gray Matters Capital,Private Equity,NA
1699,2016,Swiggy,Consumer Internet,Bangalore,Bessemer Venture Partners,Private Equity,"1,50,00,000"
1700,2016,Codemojo,Consumer Internet,Bangalore,CIO Angel Network,Seed Funding,NA
1701,2016,JustLikeNew,eCommerce,Hyderabad,LetsVenture,Seed Funding,"5,00,000"
1702,2016,JoeHukum,Technology,New Delhi,Sumit Jain,Seed Funding,NA
1703,2016,Co Life,Consumer Internet,Bangalore,Undisclosed Investors,Seed Funding,"10,00,000"
1704,2016,PurpleDocs,Consumer Internet,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,NA
1705,2016,Pepperfry,eCommerce,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,"3,13,00,000"
1706,2016,eQuickies,eCommerce,Ahmedabad,Lothal Angel Ventures,Seed Funding,"2,98,000"
1707,2016,Khel Now,Consumer Internet,New Delhi,Anglian Omega Network,Seed Funding,"3,50,000"
1708,2016,Gadgetwood,Consumer Internet,New Delhi,Carpediem Capital,Private Equity,"60,00,000"
1709,2016,DailyRounds,Consumer Internet,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,NA
1710,2016,Flixy Games,Technology,Bangalore,Rebright Partners,Seed Funding,"4,25,000"
1711,2016,HashTaag,Technology,Bangalore,Undisclosed investors,Seed Funding,"10,00,000"
1712,2016,PharmaRack,Technology,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,"7,45,000"
1713,2016,CloudCherry,Technology,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,"60,00,000"
1714,2016,Parentlane,Consumer Internet,Bangalore,Rohit MA,Seed Funding,NA
1715,2016,First Moms Club,Consumer Internet,Mumbai,Idea Wave Labs,Seed Funding,NA
1716,2016,inMotion,Technology,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,NA
1717,2016,Let’s Barter,Consumer Internet,New Delhi,Scale Ventures Funds,Seed Funding,NA
1718,2016,EvenGini,Consumer Internet,Chennai,Procam International Pvt. Ltd,Private Equity,NA
1719,2016,TinyStep,Consumer Internet,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,"15,80,000"
1720,2016,Canvs,Consumer Internet,Mumbai,Pratik Seal,Seed Funding,NA
1721,2016,Beardo,eCommerce,Ahmedabad,Venture Catalysts,Seed Funding,"5,00,000"
1722,2016,Instacar,Consumer Internet,Indore,Swastika Co Ltd.,Seed Funding,"10,00,000"
1723,2016,Celes Care,Consumer Internet,Hyderabad,Endiya Partners,Seed Funding,"10,00,000"
1724,2016,Druva,Technology,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,"5,10,00,000"
1725,2016,Promon,eCommerce,New Delhi,Now Capital,Seed Funding,"1,80,000"
1726,2016,Fastudent,eCommerce,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,NA
1727,2016,Unocoin,Consumer Internet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,"15,00,000"
1728,2016,Demyto,Consumer Internet,Pune,Deepak Nathani,Seed Funding,NA
1729,2016,Zeta,Technology,Mumbai,Bhavin Turakhia,Private Equity,"1,90,00,000"
1730,2016,Kalaage,Consumer Internet,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,NA
1731,2016,MeraKisan,eCommerce,Bangalore,Mahindra Univeg,Seed Funding,NA
1732,2016,Mystifly,Consumer Internet,Bangalore,Recruit Holdings,Private Equity,"50,00,000"
1733,2016,HelpChat,Consumer Internet,Bangalore,"American Express Ventures, Sequoia Capital",Private Equity,NA
1734,2016,Uniphore,Technology,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,"20,00,000"
1735,2016,World Art Community,eCommerce,Gurgaon,Viraj Tyagi & Others,Seed Funding,"2,00,000"
1736,2016,Giftxoxo,eCommerce,Bangalore,Mahindra Holidays & Resorts India Ltd,Private Equity,"4,50,000"
1737,2016,Bharat Bazaar,eCommerce,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed Funding,NA
1738,2016,GOQii,Consumer Internet,Mumbai,Ratan Tata,Private Equity,NA
1739,2016,India Gifts Portal,eCommerce,Noida,"Naveen Arya, Tarun Joshi",Private Equity,"20,00,000"
1740,2016,Moglix,eCommerce,Noida,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,"42,00,000"
1741,2016,NetLinx,Consumer Internet,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,"30,00,000"
1742,2016,Scandid,Consumer Internet,Pune,3One4 Capital,Private Equity,NA
1743,2016,Remitr,Consumer Internet,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,  Smart Start Fund; Kunal Shah,  Sandeep Tandon, Vishal Gondal, & Others",Seed Funding,"10,00,000"
1744,2016,InnerChef,Consumer Internet,Gurgaon,"Mistletoe, M&S Partners",Private Equity,"25,00,000"
1745,2016,AppsDaily,Consumer Internet,Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,"37,50,000"
1746,2016,MuhurtMaza,Consumer Internet,Pune,Undisclosed Investor,Seed Funding,NA
1747,2016,Azuro,Consumer Internet,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,NA
1748,2016,NeuroSynaptic,Technology,Bangalore,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,NA
1749,2016,UE LifeSciences,Technology,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,"12,00,000"
1750,2016,FindmeaShoe,Consumer Internet,Bangalore,Ventureast Fund Advisors,Seed Funding,NA
1751,2016,RealBox,Technology,Noida,Hyderabad Angels,Seed Funding,"3,00,000"
1752,2016,Sportido,Consumer Internet,Noida,Sumpoorna Group,Seed Funding,NA
1753,2016,GoZefo,eCommerce,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,"10,50,000"
1754,2016,RayIOT,Technology,Bangalore,HAX Accelerator,Seed Funding,"1,00,000"
1755,2016,KOOH Sports,Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,"22,00,000"
1756,2016,Flexiloans,Consumer Internet,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,"1,50,00,000"
1757,2016,Sibia Analytics,Technology,Kolkata,Radhakrishnan Natarajan & Others,Seed Funding,NA
1758,2016,Vithi.com,eCommerce,New Delhi,undisclosed investor,Seed Funding,"3,75,000"
1759,2016,Yupp TV,Consumer Internet,Bangalore,Emerald Media,Private Equity,"5,00,00,000"
1760,2016,Deyor Camps,Consumer Internet,Gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,"5,00,000"
1761,2016,ZipLoan,Consumer Internet,New Delhi,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,  Badal Malick",Seed Funding,NA
1762,2016,FabAlley,ecommerce,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,"20,00,000"
1763,2016,Shoekonnect,eCommerce,Agra,Indian Angel Network,Seed Funding,NA
1764,2016,Maya,Consumer Internet,Bangalore,Rajan Anandan,Seed Funding,NA
1765,2016,RoboVac,Technology,Ahmedabad,Virendra Patel,Seed Funding,"4,50,000"
1766,2016,Newspatrolling,Consumer Internet,New Delhi,Undisclosed,Seed Funding,"25,000"
1767,2016,Postman,Consumer Internet,Bangalore,Nexus Venture Partners,Private Equity,"70,00,000"
1768,2016,ISFC,Finance,Hyderabad,Gray Matters Capital,Private Equity,"60,00,000"
1769,2016,BeatRoute,Technology,Gurgaon,Quarizon Consultancy Services LLP,Seed Funding,NA
1770,2016,Kidsstoppress,Consumer Internet,Mumbai,Karan Bhagat,Seed Funding,NA
1771,2016,Innov8,Consumer Internet,Bangalore,Punit Soni,Seed Funding,NA
1772,2016,DailyHunt,Consumer Internet,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,  Falcon Edge",Private Equity,"2,50,00,000"
1773,2016,Tazzo Bikes,Consumer Internet,Hyderabad,DSG Consumer Partners,Seed Funding,"2,27,000"
1774,2016,MyKindofJob,Consumer Internet,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,"10,00,000"
1775,2016,Trilyo,Technology,Bangalore,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Funding,NA
1776,2016,Rooter,Consumer Internet,New Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Funding,NA
1777,2016,Yumigo,Consumer Internet,Gurgaon,Hemant Sahni,Seed Funding,"3,00,000"
1778,2016,Rentalpha,Others,Mumbai,Bravia Capital,Private Equity,"1,60,00,000"
1779,2016,3Dexter,Technology,New Delhi,Newbie Promoters,Seed Funding,"1,50,000"
1780,2016,BabyChakra,Consumer Internet,Mumbai,RoundGlass Partners,Private Equity,NA
1781,2016,Coppre,eCommerce,Pune,Ganesh Natarajan,Seed Funding,NA
1782,2016,MySUN,Technology,Noida,General Catalyst Partners,Private Equity,"25,00,000"
1783,2016,ePathsala,Technology,Bangalore,"Hyderabad Angels, TLabs",Seed Funding,NA
1784,2016,Furlenco,Consumer Internet,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,"3,00,00,000"
1785,2016,Fisdom,Consumer Internet,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,"11,00,000"
1786,2016,Actofit,Technology,Mumbai,Next Orbit Ventures Fund,Private Equity,"7,50,000"
1787,2016,Stayology,Consumer Internet,Bangalore,Ranjan Pai,Seed Funding,NA
1788,2016,Hipcask,Consumer Internet,Mumbai,Mobikon,Seed Funding,NA
1789,2016,RailYatri,Consumer Internet,Noida,"Helion Ventures, Blume ventures",Private Equity,NA
1790,2016,ChatOnGo,Consumer Internet,Mumbai,Janak Jain,Seed Funding,"3,00,000"
1791,2016,WOTU,eCommerce,Bangalore,KAE capital,Seed Funding,NA
1792,2016,Healthians,Consumer Internet,Gurgaon,BEENEXT,Private Equity,"30,00,000"
1793,2016,Box8,Consumer Internet,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,"75,00,000"
1794,2016,Kredx,eCommerce,Bangalore,Sequoia Capital,Private Equity,"60,00,000"
1795,2016,CreditMate,Consumer Internet,Mumbai,India Quotient,Seed Funding,"5,00,000"
1796,2016,Pickrr,Technology,New Delhi,Swastika Company Ltd,Seed Funding,NA
1797,2016,SatvaKart,eCommerce,Gurgaon,Nimit Panigrahi,Seed Funding,NA
1798,2016,SooperMO,Technology,Gurgaon,Lalit Vase,Seed Funding,"1,00,000"
1799,2016,OrangeTwig,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,"10,00,000"
1800,2016,Wooplr,Consumer Internet,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,NA
1801,2016,The Kettlery,eCommerce,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,"10,00,000"
1802,2016,Idea Bubbles,Consumer Internet,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,"7,00,000"
1803,2016,FR8,Technology,Chennai,Omnivore Partners,Private Equity,"9,71,000"
1804,2016,Ather Energy,Technology,Bangalore,Hero MotoCorp,Private Equity,"2,70,00,000"
1805,2016,Pikkol,Logistics,Bangalore,"Ajay Nanavati, Afsal Salu",Seed Funding,NA
1806,2016,Velmenni,Technology,New Delhi,Kalaari Capital,Seed Funding,"1,00,000"
1807,2016,Volta Motors,Technology,Chennai,Kalaari Capital,Seed Funding,"1,00,000"
1808,2016,Cyclops,Technology,Bangalore,Kalaari Capital,Seed Funding,"1,00,000"
1809,2016,Impact Analytics,Technology,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,"7,50,000"
1810,2016,Talent Next,Consumer Internet,Mumbai,Karanpal Singh & Others,Seed Funding,"10,00,000"
1811,2016,PickMyLaundry,Consumer Internet,New Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,"2,00,000"
1812,2016,FreshDesk,Consumer Internet,Chennai,"Sequoia Capital India, Accel Partners",Private Equity,"5,50,00,000"
1813,2016,LaundryAnna,Consumer Internet,Bangalore,Undisclosed Investors,Seed Funding,"1,50,000"
1814,2016,LetsMD,Consumer Internet,New Delhi,"Calcutta Angels Network, LetsVenture, Anupam Mittal, Currae Healthtech Fund",Seed Funding,NA
1815,2016,Sattviko,Food & Beverage,New Delhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed Funding,NA
1816,2016,Zarget,Technology,Chennai,Sequoia India,Private Equity,"60,00,000"
1817,2016,DoSelect,Consumer Internet,Bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed Funding,NA
1818,2016,EasyPolicy,Consumer Internet,Noida,"Unilazer Ventures,",Private Equity,"1,00,00,000"
1819,2016,Browntape,Technology,Goa,Gati Ltd,Private Equity,NA
1820,2016,Connect India,Logistics,Bangalore,Aavishkaar Venture Management,Private Equity,"10,00,000"
1821,2016,Corseco,Technology,New Delhi,"Ameera Shah, Vivek Bhargava",Seed Funding,"1,50,000"
1822,2016,vImmune,Consumer Internet,Bangalore,Undisclosed investor,Seed Funding,NA
1823,2016,The Gourmet Jar,eCommerce,Noida,Chandigarh Angels Network,Seed Funding,NA
1824,2016,Medzin,eCommerce,New Delhi,A M Sikander,Seed Funding,"45,000"
1825,2016,Bizongo,eCommerce,Mumbai,"IDG Ventures, Accel Partners",Private Equity,"30,00,000"
1826,2016,Rivigo,Technology,Gurgaon,Warburg Pincus,Private Equity,"7,50,00,000"
1827,2016,JustRide,Consumer Internet,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,"30,00,000"
1828,2016,IIM Jobs,Consumer Internet,New Delhi,India Quotient,Private Equity,"20,00,000"
1829,2016,Square Yards,Consumer Internet,Gurgaon,ADAG Reliance Private Equity,Private Equity,"1,20,00,000"
1830,2016,GolfLAN,Consumer Internet,New Delhi,"YourNest Angel Fund, iSON",Private Equity,"10,00,000"
1831,2016,Yottaasys,Technology,Bangalore,Gleevoaz Ventures,Private Equity,NA
1832,2016,Tone Tag,Technology,Bangalore,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",Private Equity,NA
1833,2016,Life in Control,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,NA
1834,2016,Active.ai,Technology,Singapore,"Kalaari Capital, IDG Ventures India",Private Equity,"30,00,000"
1835,2016,ElasticRun,Technology,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,"20,00,000"
1836,2016,NoBroker,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed Funding,NA
1837,2016,Zefo,eCommerce,Bangalore,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,"60,00,000"
1838,2016,PlaySimple,Technology,Bangalore,"SAIF Partners, IDG Ventures India",Private Equity,"40,00,000"
1839,2016,Stasis Labs,Technology,Bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",Private Equity,"50,00,000"
1840,2016,Scienaptic,Technology,Bangalore,Pramod Bhasin,Seed Funding,NA
1841,2016,Koovs,eCommerce,New Delhi,Times of India Group & Existing investors,Private Equity,"1,35,00,000"
1842,2016,Lawrato,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,NA
1843,2016,Trip Tap Toe,Consumer Internet,Gurgaon,R.S Sharma,Seed Funding,NA
1844,2016,Pictor Imaging,Consumer Internet,Mumbai,Quarizon,Seed Funding,"1,47,000"
1845,2016,GramCover,Finance,New Delhi,Omnivore Capital,Seed Funding,"10,00,000"
1846,2016,AerMed,eCommerce,Mumbai,Hitesh Windlass,Seed Funding,NA
1847,2016,WorkIndia,Consumer Internet,Mumbai,Asuka Holdings,Seed Funding,NA
1848,2016,Bats on delivery,Consumer Internet,Gurgaon,Devdeep Singh,Seed Funding,"90,000"
1849,2016,numberz.in,Technology,Gurgaon,"Kae Capital, Khosla Impact",Seed Funding,"6,50,000"
1850,2016,Housing.com,Consumer Internet,Mumbai,Softbank Group,Private Equity,"50,00,000"
1851,2016,Awesummly,Consumer Internet,Bangalore,"Vivek Bhargava, Ameera Shah",Seed Funding,"1,47,000"
1852,2016,VoLT,Consumer Internet,Mumbai,YMS Mobitech,Seed Funding,NA
1853,2016,Vymo,Technology,Bangalore,Sequoia India,Private Equity,"50,00,000"
1854,2016,ShubhLoans,Technology,Bangalore,"Sanjai Vohra, V. Bunty Bohra",Seed Funding,NA
1855,2016,Noddapp,Consumer Internet,Mumbai,Undisclosed multiple investors,Seed Funding,"1,47,000"
1856,2016,Knowlarity,Consumer Internet,Bangalore,"Delta Partners, Sequoia India,  Mayfield, Blacksoil, Trifecta Capital",Private Equity,"2,00,00,000"
1857,2016,Infisecure,Technology,Mumbai,"IDG Ventures, Axilor Ventures",Seed Funding,"6,00,000"
1858,2016,Udaan,eCommerce,Bangalore,"Lightspeed Venture Partners India, Lightspeed US",Private Equity,"1,00,00,000"
1859,2016,FroyoFit,Consumer Internet,Indore,Dr. Pooja Gandhi,Seed Funding,NA
1860,2016,Betterplace,Consumer Internet,Bangalore,Venture Highway,Seed Funding,NA
